Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,Cultivar
ERR2271545,7/22/18 8:05,7/22/18 8:16,24997642,2499764200,24997642,100,1054,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271545,ERX2323252,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154728,SAMEA104543444,simple,29760,Vitis vinifera,SAMEA104543444,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,271E348E16415D04BBFC9657731F3134,08490493FCE3E18F1DBDFE8D05F604CC,
ERR2271546,7/22/18 8:05,7/22/18 8:17,25566318,2556631800,25566318,100,1081,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271546,ERX2323253,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154728,SAMEA104543444,simple,29760,Vitis vinifera,SAMEA104543444,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,F714BF7A1FADFF9C84FEA3D42CA71A66,8941D347CD2F7DFE12014360FE8801E2,
ERR2271547,7/22/18 8:05,7/22/18 8:18,31094093,3109409300,31094093,100,1327,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2271/ERR2271547,ERX2323254,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2154728,SAMEA104543444,simple,29760,Vitis vinifera,SAMEA104543444,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1190307,public,E26E67AED83A32E0D0225BFC121091D2,437FA7CFBADAE5E391D210B6C088EBA2,
ERR2274751,7/22/18 8:05,7/22/18 8:18,27137165,2713716500,27137165,100,1170,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274751,ERX2326133,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166472,SAMEA104555188,simple,29760,Vitis vinifera,SAMEA104555188,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,1153D6970C0414C9B249338E07863873,EBBEF1D91AD1E3CDA1B143FF53DE6B24,
ERR2274752,7/22/18 8:05,7/22/18 8:18,24331214,2433121400,24331214,100,1058,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274752,ERX2326134,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166472,SAMEA104555188,simple,29760,Vitis vinifera,SAMEA104555188,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,792873DE589764B28D0AB979808F09E0,5D2C5907F4AB74A19004C91ADCA328B5,
ERR2274753,7/22/18 8:05,7/22/18 8:18,27567442,2756744200,27567442,100,1187,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274753,ERX2326135,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166472,SAMEA104555188,simple,29760,Vitis vinifera,SAMEA104555188,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,024C6A66BFCC8D17198FC0BE33F5899F,3FA281035DA00A0E0C6EE67DE4B76733,
ERR2274754,7/22/18 8:05,7/22/18 8:19,26682518,2668251800,26682518,100,1144,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274754,ERX2326136,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166473,SAMEA104555189,simple,29760,Vitis vinifera,SAMEA104555189,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,17F95F18CF60728AEE2017643DCF5309,E42AED2FF095F536E6EA6F427D6D1F7E,
ERR2274755,7/22/18 8:05,7/22/18 8:19,29191882,2919188200,29191882,100,1249,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274755,ERX2326137,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166473,SAMEA104555189,simple,29760,Vitis vinifera,SAMEA104555189,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,F02E4BD2AAF93A3F5A4E1996DF36C829,AA2768B6767FCC1B3D727D6A0DE569C7,
ERR2274756,7/22/18 8:05,7/22/18 8:20,22912449,2291244900,22912449,100,986,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274756,ERX2326138,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166473,SAMEA104555189,simple,29760,Vitis vinifera,SAMEA104555189,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,8C448F84B2B54DF9DF61614B050D910C,A619C20A709400F26358EE95C55589E4,
ERR2274757,7/22/18 8:05,7/22/18 8:20,27735847,2773584700,27735847,100,1185,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274757,ERX2326139,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166474,SAMEA104555190,simple,29760,Vitis vinifera,SAMEA104555190,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,3B50AF2089DC072950C0B97E140D3C39,7197757AC4DB142AAC15399ACF5CBB9E,
ERR2274758,7/22/18 8:05,7/22/18 8:20,26948547,2694854700,26948547,100,1150,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274758,ERX2326140,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166474,SAMEA104555190,simple,29760,Vitis vinifera,SAMEA104555190,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,0C7DEB227C99D2F7410F5F2CF0284DFE,A7F83F08A777868304E1FEA2DE44CD7B,
ERR2274759,7/22/18 8:05,7/22/18 8:20,26635655,2663565500,26635655,100,1134,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274759,ERX2326141,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166474,SAMEA104555190,simple,29760,Vitis vinifera,SAMEA104555190,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,B3B2A49525BF56605D97E80CAA8B4A0A,650E70C0CF4D4311C0CF48172822707E,
ERR2274760,7/22/18 8:05,7/22/18 8:20,5042556,504255600,5042556,100,218,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274760,ERX2326142,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166475,SAMEA104555191,simple,29760,Vitis vinifera,SAMEA104555191,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,B1DB94A827953047B0EFFA1AE5CE2128,23E4776EF265E8E75E19FE5804A023E1,
ERR2274761,7/22/18 8:05,7/22/18 8:21,31051937,3105193700,31051937,100,1325,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274761,ERX2326143,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166475,SAMEA104555191,simple,29760,Vitis vinifera,SAMEA104555191,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,237D1F4C89EFD8647AD83C6A81B86CDC,3989B47886C0A2F4E5815551D885DC0C,
ERR2274762,7/22/18 8:05,7/22/18 8:21,25348511,2534851100,25348511,100,1088,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2274/ERR2274762,ERX2326144,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2166475,SAMEA104555191,simple,29760,Vitis vinifera,SAMEA104555191,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1193292,public,034A584611D05729DFEE87A90CBE016D,CC8A335B707A226666BE7CBF0B0E8933,
ERR2276774,7/22/18 8:05,7/22/18 8:21,30126836,3012683600,30126836,100,1285,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276774,ERX2328156,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169816,SAMEA104558532,simple,29760,Vitis vinifera,SAMEA104558532,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195141,public,BA28D56132861DD0D539ACF8A8CB1242,46621C4D55362B58A679E9AAF6B17432,
ERR2276775,7/22/18 8:05,7/22/18 8:22,27141724,2714172400,27141724,100,1160,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276775,ERX2328157,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169816,SAMEA104558532,simple,29760,Vitis vinifera,SAMEA104558532,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195141,public,E389185A078C11C40A59450482131B55,3E8DF1CA642F1867AB7715327B402556,
ERR2276776,7/22/18 8:05,7/22/18 8:22,24805264,2480526400,24805264,100,1058,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276776,ERX2328158,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169816,SAMEA104558532,simple,29760,Vitis vinifera,SAMEA104558532,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195141,public,C85910078A2C540762FEAF96073A3166,5750D00757F7C81116E1E40F73E344D8,
ERR2276777,7/22/18 8:05,7/22/18 8:22,25451707,2545170700,25451707,100,1083,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276777,ERX2328159,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169817,SAMEA104558533,simple,29760,Vitis vinifera,SAMEA104558533,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195141,public,3FC08F14CC88535EA48DF41074BE9BCC,67702AC01544AA8BEB5FDC836F06ADA0,
ERR2276778,7/22/18 8:05,7/22/18 8:23,22696974,2269697400,22696974,100,963,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276778,ERX2328160,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169817,SAMEA104558533,simple,29760,Vitis vinifera,SAMEA104558533,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195141,public,8609CBA6474CA11AC95E910CEFA583BE,6C613534381A789425491500972E7301,
ERR2276779,7/22/18 8:05,7/22/18 8:24,27420227,2742022700,27420227,100,1162,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276779,ERX2328161,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169817,SAMEA104558533,simple,29760,Vitis vinifera,SAMEA104558533,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195141,public,196C1C006FAD3245C9F3CAADDF195703,A8668BFB55B2362939972B3FFC598979,
ERR2276780,7/22/18 8:05,7/22/18 8:24,28012394,2801239400,28012394,100,1201,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276780,ERX2328162,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169818,SAMEA104558534,simple,29760,Vitis vinifera,SAMEA104558534,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195141,public,49F8E0CCA4778655A1A70CF7204316CE,D3A784F92B4EFBAEED4AA9E4114ECDBC,
ERR2276781,7/22/18 8:05,7/22/18 8:24,29631685,2963168500,29631685,100,1267,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276781,ERX2328163,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169818,SAMEA104558534,simple,29760,Vitis vinifera,SAMEA104558534,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195141,public,AFE2386E3958F57DB0E04CEFF98A2B20,81B3CADEF7FD899E66EE09F541A96279,
ERR2276782,7/22/18 8:05,7/22/18 8:25,31128800,3112880000,31128800,100,1333,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276782,ERX2328164,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169818,SAMEA104558534,simple,29760,Vitis vinifera,SAMEA104558534,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195141,public,4039AE0F58D6F19B2E621BABAD481567,B05721497C55501981A7B48415C221B1,
ERR2276787,7/22/18 8:05,7/22/18 8:25,29190949,2919094900,29190949,100,1256,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276787,ERX2328169,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169819,SAMEA104558535,simple,29760,Vitis vinifera,SAMEA104558535,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195218,public,6367D1EFA706B2F5478C064BCCF4CB39,225AAA05C307215036BE0F2864EC659D,
ERR2276788,7/22/18 8:05,7/22/18 8:25,24700374,2470037400,24700374,100,1070,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276788,ERX2328170,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169819,SAMEA104558535,simple,29760,Vitis vinifera,SAMEA104558535,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195218,public,4DD16E9545881FF17CB814238D4CC8EB,11B4311927C5E14A4ED02657ED82707B,
ERR2276789,7/22/18 8:05,7/22/18 8:25,26594074,2659407400,26594074,100,1139,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276789,ERX2328171,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169819,SAMEA104558535,simple,29760,Vitis vinifera,SAMEA104558535,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195218,public,9D0FC5182A04CA8D644968CBF4A1BF37,DE2545011D54B92E5D2ECCA242E39138,
ERR2276790,7/22/18 8:05,7/22/18 8:26,25982420,2598242000,25982420,100,1107,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276790,ERX2328172,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169820,SAMEA104558536,simple,29760,Vitis vinifera,SAMEA104558536,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195218,public,0FDF3580A9595037E9ADE982A018EF7E,D50CD14EDD5BF0C0F75020E5FE97C7C0,
ERR2276791,7/22/18 8:05,7/22/18 8:27,25457463,2545746300,25457463,100,1088,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276791,ERX2328173,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169820,SAMEA104558536,simple,29760,Vitis vinifera,SAMEA104558536,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195218,public,0F298210EAF240C705CF3F197DC4A88C,26716D937AAC600D6E33E3E37F7D34A3,
ERR2276792,7/22/18 8:05,7/22/18 8:27,30297860,3029786000,30297860,100,1300,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276792,ERX2328174,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169820,SAMEA104558536,simple,29760,Vitis vinifera,SAMEA104558536,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195218,public,1D1A9493C51A5965186BA265B9877754,CC9776CB30048451FA2BB4459EB0D183,
ERR2276793,7/22/18 8:05,7/22/18 8:27,26419875,2641987500,26419875,100,1120,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276793,ERX2328175,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169821,SAMEA104558537,simple,29760,Vitis vinifera,SAMEA104558537,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195218,public,237983D7D5AB1DE3CC5C5EFDE4FBCC45,68ED204C53CE9A6F395CAB141BD7F0DA,
ERR2276794,7/22/18 8:05,7/22/18 8:27,24157049,2415704900,24157049,100,1023,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276794,ERX2328176,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169821,SAMEA104558537,simple,29760,Vitis vinifera,SAMEA104558537,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195218,public,9430C5F48F8F2AD0CD6C0D30A0327272,E49051B2C249F1F9F6859B55B8EEB037,
ERR2276795,7/22/18 8:05,7/22/18 8:28,35478918,3547891800,35478918,100,1509,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2276/ERR2276795,ERX2328177,unspecified,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina HiSeq 2500,ERP106370,PRJEB24540,482237,ERS2169821,SAMEA104558537,simple,29760,Vitis vinifera,SAMEA104558537,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA1195218,public,B957846410C5BFD6A964393F70753FB6,AC1B34D09587243123E1A371398F8113,
ERR926756,9/5/15 9:10,9/10/15 20:26,22017384,3489911683,20099091,158,2317,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/ERR926756/ERR926756.2,ERX1006031,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,150,0,ILLUMINA,Illumina Genome Analyzer IIx,ERP010645,PRJEB9534,294828,ERS759325,SAMEA3463573,simple,29760,Vitis vinifera,SAMEA3463573,no,"RESEARCH AND INNOVATION CENTRE, FONDAZIONE EDMUND ",ERA450183,public,F677363F244F2E458D99E39C2556E066,882E95D9FBBBE99571BDB73953B290DF,Sangiovese
SRR10518958,11/24/19 17:44,11/23/19 10:54,27561485,4134222750,27561485,150,1540,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/010272/SRR10518958,SRX7203787,leaf_EE_3.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708662,SAMN13376691,simple,29760,Vitis vinifera,leaf_EE_3.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,EA9B0FDDE8848AADD21C785802F897F9,711CC8DD56F2B3ECDA0572EEC6B4D729,Shiraz
SRR10518959,11/24/19 17:44,11/23/19 10:52,23778931,3566839650,23778931,150,1325,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/010272/SRR10518959,SRX7203786,leaf_EE_3.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708661,SAMN13376690,simple,29760,Vitis vinifera,leaf_EE_3.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,4814F613E43C8D47C1D161852D9EDE58,D6C8E2785D654E0AEBBDC9B384E7E9DC,Shiraz
SRR10518961,11/24/19 17:44,11/23/19 10:54,30200337,4530050550,30200337,150,1621,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/010272/SRR10518961,SRX7203784,leaf_NG_2.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708659,SAMN13376662,simple,29760,Vitis vinifera,leaf_NG_2.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,9D8F3AC41166DDE1FD161B354B1DC538,718ADD745C44DFA6E6C96AC2424D0A69,Shiraz
SRR10518963,11/24/19 17:44,11/23/19 10:56,39015286,5852292900,39015286,150,2180,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/010272/SRR10518963,SRX7203782,leaf_EE_2.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708657,SAMN13376687,simple,29760,Vitis vinifera,leaf_EE_2.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,D340600B0E54637AC378B0DF130A15EA,200831918B08AF9197B6D86692EE05FD,Shiraz
SRR10518964,11/24/19 17:44,11/23/19 11:21,57465458,8619818700,57465458,150,3204,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/010272/SRR10518964,SRX7203781,leaf_EE_2.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708656,SAMN13376686,simple,29760,Vitis vinifera,leaf_EE_2.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,9D7E76E35BA6B7B7C5AF36D4F225AECC,C1F57B99D0FC30DF278D98A7BF6E2FBD,Shiraz
SRR10518965,11/24/19 17:44,11/23/19 10:55,31154306,4673145900,31154306,150,1746,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/010272/SRR10518965,SRX7203780,leaf_EE_1.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708655,SAMN13376685,simple,29760,Vitis vinifera,leaf_EE_1.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,9F8454B72E855F8F8B0B01760812204C,E7E15AF639EC711836F2B8414E30F57B,Shiraz
SRR10518966,11/24/19 17:44,11/23/19 11:02,36286205,5442930750,36286205,150,2026,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/010272/SRR10518966,SRX7203779,leaf_EE_1.2,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708654,SAMN13376684,simple,29760,Vitis vinifera,leaf_EE_1.2,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,3F92EB9546F0881F09F5F0B90167EC77,07921693771B464BBA5AC13ADA9D0BBA,Shiraz
SRR10518967,11/24/19 17:44,11/23/19 10:57,35605722,5340858300,35605722,150,1983,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/010272/SRR10518967,SRX7203778,leaf_EE_1.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708653,SAMN13376683,simple,29760,Vitis vinifera,leaf_EE_1.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,B4B48F992AA8A4DAB1590C93B271BF2E,4140FF99A1EEEDFF897FEC39F3A59334,Shiraz
SRR10518968,11/24/19 17:44,11/23/19 10:54,26482707,3972406050,26482707,150,1324,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/010272/SRR10518968,SRX7203777,leaf_CG_4.3,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708652,SAMN13376682,simple,29760,Vitis vinifera,leaf_CG_4.3,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,21475379BBFC50D69FFDCA15A1514BB1,597A7758C0F3F7D184C7B771AB3EFAA8,Shiraz
SRR10518970,11/24/19 17:44,11/23/19 10:52,31552850,4732927500,31552850,150,1577,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/010272/SRR10518970,SRX7203775,leaf_CG_4.1,RNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP231551,PRJNA591273,591273,SRS5708650,SAMN13376680,simple,29760,Vitis vinifera,leaf_CG_4.1,no,THE UNIVERSITY OF ADELAIDE,SRA1001401,public,1646AEA0BEDF755B2E1473FB11BBEC08,777A71AF607D5A3ADFA6AC3793E6FD17,Shiraz
